
港澳台一线,#genre#
DW,http://61.221.215.25:8800/hls/1/index.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大戲劇台HD,http://61.221.215.25:8800/hls/39/index.m3u8
八大綜合台HD,http://61.221.215.25:8800/hls/56/index.m3u8
八大第1台HD,http://61.221.215.25:8800/hls/55/index.m3u8
三立戲劇台,http://61.221.215.25:8800/hls/41/index.m3u8
AMC電影台,http://61.221.215.25:8800/hls/43/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8

中視新聞,http://ytb.csscc.cc:2086/live.m3u8?c=2
三立新聞,http://ytb.csscc.cc:2086/live.m3u8?c=3
寰宇新聞,http://ytb.csscc.cc:2086/live.m3u8?c=4
大愛一臺,http://ytb.csscc.cc:2086/live.m3u8?c=5
東森新聞,http://ytb.csscc.cc:2086/live.m3u8?c=6
中天新聞,http://ytb.csscc.cc:2086/live.m3u8?c=7
民視新聞,http://ytb.csscc.cc:2086/live.m3u8?c=8
大愛二臺,http://ytb.csscc.cc:2086/live.m3u8?c=9
中天新聞2,http://ytb.csscc.cc:2086/live.m3u8?c=10
TVBS新聞,http://ytb.csscc.cc:2086/live.m3u8?c=11
ABC新闻,http://ytb.csscc.cc:2086/live.m3u8?c=12
公視新聞,http://ytb.csscc.cc:2086/live.m3u8?c=13
民視戲劇,http://ytb.csscc.cc:2086/live.m3u8?c=14
國會頻道１,http://ytb.csscc.cc:2086/live.m3u8?c=15
國會頻道２,http://ytb.csscc.cc:2086/live.m3u8?c=16

八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
49号,http://61.221.215.25:8800/hls/49/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8

TVBS NEWS,http://william8073.eu.org:9000/live.m3u8?c=2
中天新闻,http://william8073.eu.org:9000/live.m3u8?c=4
中天新闻2,http://william8073.eu.org:9000/live.m3u8?c=5
中天亚洲台,http://william8073.eu.org:9000/live.m3u8?c=6
中视新闻,http://william8073.eu.org:9000/live.m3u8?c=7
东森财经新闻HD,http://william8073.eu.org:9000/live.m3u8?c=9
寰宇新闻台,http://william8073.eu.org:9000/live.m3u8?c=10
台视新闻HD,http://william8073.eu.org:9000/live.m3u8?c=11
民视新闻台HD,http://william8073.eu.org:9000/live.m3u8?c=12
镜新闻mnews,http://william8073.eu.org:9000/live.m3u8?c=13
三立iNEWS,http://william8073.eu.org:9000/live.m3u8?c=15
大爱一台,http://william8073.eu.org:9000/live.m3u8?c=16
大爱二台,http://william8073.eu.org:9000/live.m3u8?c=17
华视新闻资讯,http://william8073.eu.org:9000/live.m3u8?c=18
凤凰资讯HD,http://william8073.eu.org:9000/live.m3u8?c=19
三立NEWS+,http://william8073.eu.org:9000/live.m3u8?c=22
国会频道1,http://william8073.eu.org:9000/live.m3u8?c=23
寰宇新闻台湾台,http://william8073.eu.org:9000/live.m3u8?c=26
寰宇财经台,http://william8073.eu.org:9000/live.m3u8?c=27
中视经典综艺,http://william8073.eu.org:9000/live.m3u8?c=28
中视台湾志,http://william8073.eu.org:9000/live.m3u8?c=29
中视大陆寻奇,http://william8073.eu.org:9000/live.m3u8?c=37

纬来体育,https://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
GOOD卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
蕃薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
LOVENATURE 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
好消息綜合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
📡魔法播放,#genre#
🌺（此处以下频道需要湾湾节点）,https://cloud.lxweb.cn/f/08QDU0/3.MOV
动物世界 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
半岛新闻台,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森新闻,http://211.23.114.106:8510/http/61.221.81.94:8088/hls/71/813/ch44.m3u8
年代新闻,http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
镜新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
韩国电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
韩国电影3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=742
亚洲经典,http://goldfm.cn:8000/goldfm
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
Arirang TV,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8

📡湾湾频道,#genre#

纬来体育,http://888.iptv543.com/Smartv.php?id=videolandsport
纬来日本,http://888.iptv543.com/Smartv.php?id=videolandjapan
纬来电影,http://888.iptv543.com/Smartv.php?id=videolandmovie
天映频道,http://888.iptv543.com/Smartv.php?id=Celestial
探索亚洲,http://888.iptv543.com/Smartv.php?id=discoverytwn_twn
探索频道,http://888.iptv543.com/Smartv.php?id=ba86fcd935
探索,http://888.iptv543.com/Smartv.php?id=discoverych_twn
台视新闻,http://888.iptv543.com/Smartv.php?id=ttvnews_twn
中天综合,http://888.iptv543.com/Smartv.php?id=ctizhonghe
中天亚洲,http://888.iptv543.com/Smartv.php?id=ctiasia_twn
中天娱乐,http://888.iptv543.com/Smartv.php?id=ctient
中天新闻,http://888.iptv543.com/Smartv.php?id=ctinews
中视新闻,http://888.iptv543.com/Smartv.php?id=ca73a13c37
亚洲旅游台,http://888.iptv543.com/Smartv.php?id=asiatravel_twn
三立综合台,http://888.iptv543.com/Smartv.php?id=sanlizhonghe
三立戏剧,http://888.iptv543.com/Smartv.php?id=sanlixiju_twn
三立台湾台,http://888.iptv543.com/Smartv.php?id=sanlitaiwan
年代新闻,http://888.iptv543.com/Smartv.php?id=niandainews_twn
民视新闻台,http://888.iptv543.com/Smartv.php?id=ftvnew_taiwan
民视台湾台,http://888.iptv543.com/Smartv.php?id=ftvtaiwan_twn
民视第一台,http://888.iptv543.com/Smartv.php?id=lunghuajingdian_twn
民视,http://888.iptv543.com/Smartv.php?id=ftvhd_taiwan
TVN,http://888.iptv543.com/Smartv.php?id=TVN
美亚电影台,http://888.iptv543.com/Smartv.php?id=meiyamovie_twn
美食星球,http://888.iptv543.com/Smartv.php?id=foodplanet_twn
龙祥时代,http://888.iptv543.com/Smartv.php?id=lungxiangtime_twn
龙祥时代,http://888.iptv543.com/Smartv.php?id=cb7a1fec69
龙华洋片,http://888.iptv543.com/Smartv.php?id=lunghuawestern_twn
龙华戏剧,http://888.iptv543.com/Smartv.php?id=lunghuaxiju_twn
龙华偶像,http://888.iptv543.com/Smartv.php?id=lunghuaidol_twn
龙华电影,http://888.iptv543.com/Smartv.php?id=xingwei_movie
龙华电影,http://888.iptv543.com/Smartv.php?id=xingwei_movie
靖天卡通,http://888.iptv543.com/Smartv.php?id=jingtiancartoon_twn
靖天国际台,http://888.iptv543.com/Smartv.php?id=jingtianintl_twn
寰宇新闻台,http://888.iptv543.com/Smartv.php?id=huanyuxinwen_twn
华艺moc,http://888.iptv543.com/Smartv.php?id=weishichinese_twn
华艺moc,http://888.iptv543.com/Smartv.php?id=weishichinese_twn
华纳TV,http://888.iptv543.com/Smartv.php?id=WarnerTV
好莱坞电影台,http://888.iptv543.com/Smartv.php?id=hollywoodmovies_twn
非凡新闻,http://888.iptv543.com/Smartv.php?id=feifannews_twn
动物星球,http://888.iptv543.com/Smartv.php?id=animalplanet_twn
東森新闻,http://888.iptv543.com/Smartv.php?id=ettvnews
東森戏剧,http://888.iptv543.com/Smartv.php?id=ettvdrama
東森电影台,http://888.iptv543.com/Smartv.php?id=ettvmovie
东森综合台,http://888.iptv543.com/Smartv.php?id=ettvzhonghe
东森洋片,http://888.iptv543.com/Smartv.php?id=ettvwestern
东森超视,http://888.iptv543.com/Smartv.php?id=ettvsuper
东森财经新闻,http://888.iptv543.com/Smartv.php?id=ettvcaijing_twn
大爱,http://888.iptv543.com/Smartv.php?id=daai_twn
博斯运动II,http://888.iptv543.com/Smartv.php?id=bosisport2_twn
博斯网球,http://888.iptv543.com/Smartv.php?id=bositennis_twn
博斯魅力,http://888.iptv543.com/Smartv.php?id=bosisport1_twn
博斯高球II,http://888.iptv543.com/Smartv.php?id=bosigolf2_twn
博斯高球I,http://888.iptv543.com/Smartv.php?id=bosigolf1_twn
八大综合台,http://888.iptv543.com/Smartv.php?id=badazhonghe
八大戏剧台,http://888.iptv543.com/Smartv.php?id=badadrama
八大第1台,http://888.iptv543.com/Smartv.php?id=badafirst
公视,http://888.iptv543.com/Smartv.php?id=ctv_taiwan
爱奇艺,http://888.iptv543.com/Smartv.php?id=Qiyi
WWE,http://888.iptv543.com/Smartv.php?id=Wwe
TVBS新闻台,http://888.iptv543.com/Smartv.php?id=tvbs_n
TVBS欢乐台,http://888.iptv543.com/Smartv.php?id=tvbshuanle_twn
TVBS,http://888.iptv543.com/Smartv.php?id=tvbs
TV2,http://888.iptv543.com/Smartv.php?id=TV2
TV8,http://888.iptv543.com/Smartv.php?id=TV8
TV9,http://888.iptv543.com/Smartv.php?id=TV9
TruePremium,http://888.iptv543.com/Smartv.php?id=truepre1_pat
tpbs,http://888.iptv543.com/Smartv.php?id=tpbs_pat
Tlc频道,http://888.iptv543.com/Smartv.php?id=Tlc
Thairath,http://888.iptv543.com/Smartv.php?id=thairath_pat
TawafTV,http://888.iptv543.com/Smartv.php?id=TawafTV
Supersports2,http://888.iptv543.com/Smartv.php?id=Assp2
SunTV,http://888.iptv543.com/Smartv.php?id=Suntv
SunTV,http://888.iptv543.com/Smartv.php?id=Suntv
Star VijayIndia,http://888.iptv543.com/Smartv.php?id=starvijay_raj
Starmaa,http://888.iptv543.com/Smartv.php?id=starmaa_raj
Starmaa,http://888.iptv543.com/Smartv.php?id=starmaa_raj
SPOTV2,http://888.iptv543.com/Smartv.php?id=go_spotv2
SkysportsGolf,http://888.iptv543.com/Smartv.php?id=tiankonggolf
SkysportsGolf,http://888.iptv543.com/Smartv.php?id=tiankonggolf
SkysportsFootball,http://888.iptv543.com/Smartv.php?id=tiankongfootball
SkysportsFootball,http://888.iptv543.com/Smartv.php?id=tiankongfootball
SkysportsCricket,http://888.iptv543.com/Smartv.php?id=tiankongcricket
SkysportsCricket,http://888.iptv543.com/Smartv.php?id=tiankongcricket
SkysportsArena,http://888.iptv543.com/Smartv.php?id=tiankongarena
SkysportsArena,http://888.iptv543.com/Smartv.php?id=tiankongarena
SCTV,http://888.iptv543.com/Smartv.php?id=Sctv
SCTV,http://888.iptv543.com/Smartv.php?id=Sctv
Sangat,http://888.iptv543.com/Smartv.php?id=Dsangat
RTMSports,http://888.iptv543.com/Smartv.php?id=Rtmsport
RTMSports,http://888.iptv543.com/Smartv.php?id=Rtmsport
ONE,http://888.iptv543.com/Smartv.php?id=SetOne
One,http://888.iptv543.com/Smartv.php?id=One
Oasis,http://888.iptv543.com/Smartv.php?id=Oasis
NTV71,http://888.iptv543.com/Smartv.php?id=NTV7
News,http://888.iptv543.com/Smartv.php?id=tiankongnews
MTV,http://888.iptv543.com/Smartv.php?id=mtvhd_twn
Mix,http://888.iptv543.com/Smartv.php?id=tiankongmix
MCOTThailand-1,http://888.iptv543.com/Smartv.php?id=mcot_pat
LTC,http://888.iptv543.com/Smartv.php?id=tlc_twn
KBSWorld,http://888.iptv543.com/Smartv.php?id=KBS
KBSWorld,http://888.iptv543.com/Smartv.php?id=KBS
itv2,http://888.iptv543.com/Smartv.php?id=itv2_antik
itv1,http://888.iptv543.com/Smartv.php?id=itv1_antik
HGTV,http://888.iptv543.com/Smartv.php?id=HGTV
HBO家庭,http://888.iptv543.com/Smartv.php?id=fyi_twn
HBOHD,http://888.iptv543.com/Smartv.php?id=hbohd_twn
HBO,http://888.iptv543.com/Smartv.php?id=huanyutaiwan_twn
HBO,http://888.iptv543.com/Smartv.php?id=hbosignature_twn
HBO,http://888.iptv543.com/Smartv.php?id=hbohead_twn
HBO,http://888.iptv543.com/Smartv.php?id=Hbo
Goshop,http://888.iptv543.com/Smartv.php?id=Goshop
GOOD2,http://888.iptv543.com/Smartv.php?id=good2_twn
France24,http://888.iptv543.com/Smartv.php?id=france24_twn
FoxNews,http://888.iptv543.com/Smartv.php?id=foxnews_twn
F1,http://888.iptv543.com/Smartv.php?id=tiankongf1
EYE戏剧,http://888.iptv543.com/Smartv.php?id=eyetvxiju_twn
EYE旅游,http://888.iptv543.com/Smartv.php?id=eyetvtravel_twn
ELTA综合,http://888.iptv543.com/Smartv.php?id=eltazonghe
ELTA影剧,http://888.iptv543.com/Smartv.php?id=eltadrama_twn
ELTA体育1台,http://888.iptv543.com/Smartv.php?id=eltasport1_twn
ELTA体育2台,http://888.iptv543.com/Smartv.php?id=eltasport2_twn
ELTA体育3台,http://888.iptv543.com/Smartv.php?id=eltasport3_twn
ELTA体育4台,http://888.iptv543.com/Smartv.php?id=natgeowild_twn
DMAX,http://888.iptv543.com/Smartv.php?id=natgeohd_twn
DAZN1,http://888.iptv543.com/Smartv.php?id=golfchannel_twn
DaaiTV,http://888.iptv543.com/Smartv.php?id=DaaiTV
CN卡通频道,http://888.iptv543.com/Smartv.php?id=momo1_twn
CNN,http://888.iptv543.com/Smartv.php?id=cnn_twn
CNBC,http://888.iptv543.com/Smartv.php?id=cnbc_twn
CINEMAX,http://888.iptv543.com/Smartv.php?id=cinemax_twn
Ceria,http://888.iptv543.com/Smartv.php?id=Ceria
CBSN,http://888.iptv543.com/Smartv.php?id=cbsn_glo
CBS,http://888.iptv543.com/Smartv.php?id=cbshd_glo
BBC,http://888.iptv543.com/Smartv.php?id=bbcearth_twn
BBC1,http://888.iptv543.com/Smartv.php?id=bbc1_antik
BBC2,http://888.iptv543.com/Smartv.php?id=bbc2_antik
BBCLifestyle,http://888.iptv543.com/Smartv.php?id=bbclifestyle_twn
BBCWORLDNEWS,http://888.iptv543.com/Smartv.php?id=bbcnews_twn
BloombergNews,http://888.iptv543.com/Smartv.php?id=bloomberg_twn
Boo,http://888.iptv543.com/Smartv.php?id=Boo
AXN,http://888.iptv543.com/Smartv.php?id=axn_twn
Awani,http://888.iptv543.com/Smartv.php?id=Awani
astro欢喜台,http://888.iptv543.com/Smartv.php?id=Huahee
astroQJ,http://888.iptv543.com/Smartv.php?id=Quanjia
Arirang,http://888.iptv543.com/Smartv.php?id=arirang_twn
AnimalPlanet,http://888.iptv543.com/Smartv.php?id=AnimalPlanet
Al-Jazeera,http://888.iptv543.com/Smartv.php?id=aljazeera_twn
AFN,http://888.iptv543.com/Smartv.php?id=Afc
AEC,http://888.iptv543.com/Smartv.php?id=AEC
ABCNews,http://888.iptv543.com/Smartv.php?id=abcnews_glo
新加坡CNA,http://888.iptv543.com/Smartv.php?id=cna
📡新闻频道,#genre#

TVBS HD,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv073
TVBS新闻台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv072
中天新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv009
中天亚洲台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv109
台视新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv051
华视新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv052
台视财经,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv056
中视新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv074
非凡新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv010
镜新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv075
东森新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv152
东森财经新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv153
半岛新闻,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv10
民视新闻台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv13
民视台湾台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv001
寰宇新闻台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn14
寰宇新闻台湾台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn15
台视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv066
民视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv002
民视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv155
中视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv040
华视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv041
民视台湾台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv156

📡影视频道,#genre#
影迷數位電影台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv011
AMC电影台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv017
CATCHPLAY电影台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv076
靖天电影台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv061
龙华电影,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn03
采昌影剧,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv049
民视影剧,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv09
龙华经典,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn21
中视经典,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv080
台湾戏剧台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn22
靖洋戏剧台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv045
靖天戏剧台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv058
公视戏剧,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv042
龙华戏剧,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn18

📡体育频道,#genre#
智林体育台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv101
时尚运动X,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv014
靖天育乐台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv062
博斯魅力,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn04
博斯高球1,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn05
博斯高球2,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn06
博斯运动1,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn07
博斯运动2,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn08
博斯网球,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn09
博斯无限,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn10
博斯无限2,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn13
TRACE SPORTS STARS,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv077

📡综艺频道,#genre#
視納華仁紀實頻道,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv013
中视菁采,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv064
八大精彩台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv034
八大综艺台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv039
TVBS精采台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv067
TVBS欢乐台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv068
靖天欢乐台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv054
靖天综合台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv046
靖天资讯台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv065
靖天卡通台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv044
靖天日本台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv047
靖洋卡通台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv057
靖天国际台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv063
靖天映画,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv055
爱尔达娱乐,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv070
龙华卡通,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn01
龙华日韩,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn11
龙华偶像,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn12
民视综艺,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv004
民视第一台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv003
民视旅游,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv07
亚洲旅游台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn17
客家电视台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv043
爱放动漫,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv15
古典音乐台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv059
猪哥亮歌厅秀,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv006


📡其他频道,#genre#
Smart知识台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn19
达文西频道,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv018
阿里郎,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv079
生活英语台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn20
国际财经,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv104
美国之音,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv03
好消息,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv16
好消息2台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv17
非凡商业,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv048
国会频道1,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv084
国会频道2,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv085
TRACE URBAN,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv082
MEZZO LIVE,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv083
GLOBETROTTER,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv016
GinxTV,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv053

VIP🇨🇳香港,#genre#
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192:80/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
民视,http://45.145.229.220:8080/cxsq/index.m3u8
龙华卡通,http://45.145.229.220:8080/jhtjh/index.m3u8
民视第一,http://45.145.229.220:8080/vcsa/index.m3u8
星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
经典影视,http://ali.hlspull.yximgs.com/live/asdfg32516.flv
经典电影,http://ali.hlspull.yximgs.com/live/asdfg32522.flv

凤凰中文,http://113.64.145.195:8081/hls/37/index.m3u8
凤凰资讯,http://113.64.145.195:8081/hls/36/index.m3u8
凤凰香港,http://113.64.145.195:8081/hls/38/index.m3u8
凤凰中文频道,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文频道,http://www.cdtriot.cn:9999/udp/239.93.0.162:2192
凤凰中文频道,http://112.19.171.156:9999/udp/239.93.0.162:2192

凤凰资讯频道,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯频道,http://www.cdtriot.cn:9999/udp/239.93.0.118:2191
凤凰资讯频道,http://112.19.171.156:9999/udp/239.93.0.118:2191
凤凰资讯频道,http://103.95.24.37:880/fhzx.m3u8

香港18频道台,http://ali.hlspull.yximgs.com/live/9a83d37fe8da0475fb8c79e7159921c5.flv
香港無綫新聞,http://113.83.152.28:1935/bysid/83
*HOY資訊频道,http://113.83.152.28:1936/bysid/78
香港凤凰频道,http://113.83.152.28:1935/bysid/85
香港明珠频道,http://113.83.152.28:1935/bysid/2
*HOY國際频道,http://113.83.152.28:1936/bysid/76
*HOYTV频道台,http://113.83.152.28:1936/bysid/77
TVB香港台频道,http://113.83.152.28:1935/bysid/82

香港無綫新聞,http://zsntlqj.xicp.net:8896/bysid/83
香港凤凰频道,http://zsntlqj.xicp.net:8896/bysid/85
TVB香港台频道,http://zsntlqj.xicp.net:8896/bysid/82
香港明珠频道,http://zsntlqj.xicp.net:8896/bysid/83

香港無綫新聞,http://119.136.122.157:8001/bysid/83
香港凤凰频道,http://119.136.122.157:8001/bysid/85
香港翡翠频道,http://119.136.122.157:8000/bysid/1
