台灣頻道,#genre#
三立iNEWS,http://php.jdshipin.com:8880/xsj.php?id=6
台視新聞,http://php.jdshipin.com:8880/xsj.php?id=2399
台視新聞,http://php.jdshipin.com:8880/xsj.php?id=1
中視新聞,http://php.jdshipin.com:8880/xsj.php?id=2400
寰宇新聞,http://php.jdshipin.com:8880/xsj.php?id=2401
寰宇新聞,http://php.jdshipin.com:8880/xsj.php?id=304
寰宇財經,http://php.jdshipin.com:8880/xsj.php?id=2536
公視新聞,http://php.jdshipin.com:8880/xsj.php?id=20
寰宇臺灣,http://php.jdshipin.com:8880/xsj.php?id=87
年代新聞,http://php.jdshipin.com:8880/xsj.php?id=2719
年代新聞,http://php.jdshipin.com:8880/xsj.php?id=1099
壹新聞,http://php.jdshipin.com:8880/xsj.php?id=2777
壹新聞,http://php.jdshipin.com:8880/xsj.php?id=494
台視財經,http://php.jdshipin.com:8880/xsj.php?id=300
鏡新聞mnews,http://php.jdshipin.com:8880/xsj.php?id=463
三立国際,http://php.jdshipin.com:8880/xsj.php?id=2285
CBN News,http://php.jdshipin.com:8880/xsj.php?id=499
東森戲劇,http://php.jdshipin.com:8880/xsj.php?id=2825
東森戲劇,http://php.jdshipin.com:8880/xsj.php?id=321
八大戲劇,http://php.jdshipin.com:8880/xsj.php?id=81
緯來戲劇,http://php.jdshipin.com:8880/xsj.php?id=2727
緯來戲劇,http://php.jdshipin.com:8880/xsj.php?id=339
東森電影,http://php.jdshipin.com:8880/xsj.php?id=350
東森電影,http://php.jdshipin.com:8880/xsj.php?id=2720
緯來電影,http://php.jdshipin.com:8880/xsj.php?id=2728
HBO HD,http://php.jdshipin.com:8880/xsj.php?id=332
HBO HD,http://php.jdshipin.com:8880/xsj.php?id=2823
東森洋片,http://php.jdshipin.com:8880/xsj.php?id=1128
壹電影,http://php.jdshipin.com:8880/xsj.php?id=2284
好萊塢電影,http://php.jdshipin.com:8880/xsj.php?id=37
愛爾達影劇,http://php.jdshipin.com:8880/xsj.php?id=500
CineMAX,http://php.jdshipin.com:8880/xsj.php?id=346
靖天映畫,http://php.jdshipin.com:8880/xsj.php?id=349
靖洋戲劇,http://php.jdshipin.com:8880/xsj.php?id=319
緯來精彩,http://php.jdshipin.com:8880/xsj.php?id=2280
EYE戲劇,http://php.jdshipin.com:8880/xsj.php?id=191
三立戲劇,http://php.jdshipin.com:8880/xsj.php?id=64
三立戲劇,http://php.jdshipin.com:8880/xsj.php?id=2819
龍華偶像,http://php.jdshipin.com:8880/xsj.php?id=385
霹靂臺灣,http://php.jdshipin.com:8880/xsj.php?id=1339
靖天電影,http://php.jdshipin.com:8880/xsj.php?id=110
美亞電影,http://php.jdshipin.com:8880/xsj.php?id=375
HBOSignature,http://php.jdshipin.com:8880/xsj.php?id=329
HBOSignature,http://php.jdshipin.com:8880/xsj.php?id=2824
HBO Hits,http://php.jdshipin.com:8880/xsj.php?id=330
采昌影劇,http://php.jdshipin.com:8880/xsj.php?id=62
采昌影劇,http://php.jdshipin.com:8880/xsj.php?id=2804
影迷數位電影,http://php.jdshipin.com:8880/xsj.php?id=497
影迷數位電影,http://php.jdshipin.com:8880/xsj.php?id=2800
龍華戲劇,http://php.jdshipin.com:8880/xsj.php?id=365
龍華戲劇,http://php.jdshipin.com:8880/xsj.php?id=2796
龍華經典,http://php.jdshipin.com:8880/xsj.php?id=100
龍翔時代,http://php.jdshipin.com:8880/xsj.php?id=373
AXN臺灣,http://php.jdshipin.com:8880/xsj.php?id=2816
天映經典,http://php.jdshipin.com:8880/xsj.php?id=2289
公視戲劇,http://php.jdshipin.com:8880/xsj.php?id=69
AXN亞洲,http://php.jdshipin.com:8880/xsj.php?id=1066
Trill恐怖電影,http://php.jdshipin.com:8880/xsj.php?id=18
龍華電影,http://php.jdshipin.com:8880/xsj.php?id=311
華納電影,http://php.jdshipin.com:8880/xsj.php?id=83
靖天戲劇,http://php.jdshipin.com:8880/xsj.php?id=109
龍華洋片,http://php.jdshipin.com:8880/xsj.php?id=341
飢餓遊戲,http://php.jdshipin.com:8880/xsj.php?id=264
緯來體育,http://php.jdshipin.com:8880/xsj.php?id=118
緯來體育,http://php.jdshipin.com:8880/xsj.php?id=2732
Eleven Sport 1,http://php.jdshipin.com:8880/xsj.php?id=3224
Eleven Sport 2,http://php.jdshipin.com:8880/xsj.php?id=301
ELTA體育1,http://php.jdshipin.com:8880/xsj.php?id=192
ELTA體育1,http://php.jdshipin.com:8880/xsj.php?id=2729
ELTA體育2,http://php.jdshipin.com:8880/xsj.php?id=193
ELTA體育2,http://php.jdshipin.com:8880/xsj.php?id=2730
ELTA體育3,http://php.jdshipin.com:8880/xsj.php?id=194
ELTA體育3,http://php.jdshipin.com:8880/xsj.php?id=2731
ELTA體育3台,http://php.jdshipin.com:8880/xsj.php?id=2722
ELTA體育4,http://php.jdshipin.com:8880/xsj.php?id=2820
Z頻道,http://php.jdshipin.com:8880/xsj.php?id=1130
博斯無限,http://php.jdshipin.com:8880/xsj.php?id=381
博斯無限,http://php.jdshipin.com:8880/xsj.php?id=2797
博斯無限2,http://php.jdshipin.com:8880/xsj.php?id=426
博斯無限2,http://php.jdshipin.com:8880/xsj.php?id=2798
博斯運動1,http://php.jdshipin.com:8880/xsj.php?id=379
博斯運動2,http://php.jdshipin.com:8880/xsj.php?id=380
亞洲旅遊,http://php.jdshipin.com:8880/xsj.php?id=2299
探索頻道,http://php.jdshipin.com:8880/xsj.php?id=2817
探索頻道,http://php.jdshipin.com:8880/xsj.php?id=1035
大陸尋奇,http://php.jdshipin.com:8880/xsj.php?id=102
動物星球,http://php.jdshipin.com:8880/xsj.php?id=367
探索亞洲,http://php.jdshipin.com:8880/xsj.php?id=306
探索科學,http://php.jdshipin.com:8880/xsj.php?id=343
國家野生（英）,http://php.jdshipin.com:8880/xsj.php?id=1038
探索EVE,http://php.jdshipin.com:8880/xsj.php?id=1036
TaiwanPlus,http://php.jdshipin.com:8880/xsj.php?id=327
視納華仁紀實,http://php.jdshipin.com:8880/xsj.php?id=91
美食星球,http://php.jdshipin.com:8880/xsj.php?id=3073
美食星球,http://php.jdshipin.com:8880/xsj.php?id=1360
EYE旅遊,http://php.jdshipin.com:8880/xsj.php?id=1494
探索動力DMAX,http://php.jdshipin.com:8880/xsj.php?id=335
Globetrotter 環遊旅行家,http://php.jdshipin.com:8880/xsj.php?id=114
MOMO親子,http://php.jdshipin.com:8880/xsj.php?id=2767
MOMO親子,http://php.jdshipin.com:8880/xsj.php?id=1126
東森幼幼（備）,http://php.jdshipin.com:8880/xsj.php?id=2771
東森幼幼,http://php.jdshipin.com:8880/xsj.php?id=371
東森亞洲呦呦,http://php.jdshipin.com:8880/xsj.php?id=293
CN卡通,http://php.jdshipin.com:8880/xsj.php?id=107
靖洋卡通,http://php.jdshipin.com:8880/xsj.php?id=348
靖天卡通,http://php.jdshipin.com:8880/xsj.php?id=344
大愛一臺,http://php.jdshipin.com:8880/xsj.php?id=11
港澳頻道,#genre#
TVB翡翠,http://php.jdshipin.com:8880/xsj.php?id=390
TVB翡翠,http://php.jdshipin.com:8880/xsj.php?id=30
TVB明珠,http://php.jdshipin.com:8880/xsj.php?id=391
TVB明珠,http://php.jdshipin.com:8880/xsj.php?id=2437
TVB plus,http://php.jdshipin.com:8880/xsj.php?id=45
TVB plus,http://php.jdshipin.com:8880/xsj.php?id=394
HOY资讯台,http://php.jdshipin.com:8880/xsj.php?id=395
Viu TV,http://php.jdshipin.com:8880/xsj.php?id=2334
Viutv,http://php.jdshipin.com:8880/xsj.php?id=72
TVB_POPC,http://php.jdshipin.com:8880/xsj.php?id=2818
TVB直播,http://php.jdshipin.com:8880/xsj.php?id=2743
TVB J2,http://php.jdshipin.com:8880/xsj.php?id=392
TVB J2,http://php.jdshipin.com:8880/xsj.php?id=2834
鳳凰香港,http://php.jdshipin.com:8880/xsj.php?id=2810
鳳凰衛視,http://php.jdshipin.com:8880/xsj.php?id=2291
鳳凰衛視,http://php.jdshipin.com:8880/xsj.php?id=2812
鳳凰资讯,http://php.jdshipin.com:8880/xsj.php?id=2811
鳳凰资讯,http://php.jdshipin.com:8880/xsj.php?id=2292
星空衛視,http://php.jdshipin.com:8880/xsj.php?id=56
港臺32,http://php.jdshipin.com:8880/xsj.php?id=397
HKIBC,http://php.jdshipin.com:8880/xsj.php?id=354
HOY,http://php.jdshipin.com:8880/xsj.php?id=401
18台,http://php.jdshipin.com:8880/xsj.php?id=2813
廣東珠江,http://php.jdshipin.com:8880/xsj.php?id=1034
18台,http://php.jdshipin.com:8880/xsj.php?id=44
澳門蓮花,http://php.jdshipin.com:8880/xsj.php?id=70
鳳凰電影,http://php.jdshipin.com:8880/xsj.php?id=2814
Viutv 6,http://php.jdshipin.com:8880/xsj.php?id=176
創世電視,http://php.jdshipin.com:8880/xsj.php?id=1317
澳亞衛視,http://php.jdshipin.com:8880/xsj.php?id=85
Euronews English,http://php.jdshipin.com:8880/xsj.php?id=2342
TVB亞洲劇,http://php.jdshipin.com:8880/xsj.php?id=1048
TVB粵語片,http://php.jdshipin.com:8880/xsj.php?id=1589
TVB功夫台,http://php.jdshipin.com:8880/xsj.php?id=168
TVB1,http://php.jdshipin.com:8880/xsj.php?id=1242
TVB DRAMA,http://php.jdshipin.com:8880/xsj.php?id=1243
TVBJ1,http://php.jdshipin.com:8880/xsj.php?id=1244
TVBE,http://php.jdshipin.com:8880/xsj.php?id=1245
新時代東部,http://php.jdshipin.com:8880/xsj.php?id=1286
（時移）新時代東,http://php.jdshipin.com:8880/xsj.php?id=1287
新時代2,http://php.jdshipin.com:8880/xsj.php?id=1288
城市電視,http://php.jdshipin.com:8880/xsj.php?id=1289
TVB星河,http://php.jdshipin.com:8880/xsj.php?id=1079
TVB經典,http://php.jdshipin.com:8880/xsj.php?id=1083
新聞頻道,#genre#
HOY资讯台,http://php.jdshipin.com:8880/xsj.php?id=395
HKIBC,http://php.jdshipin.com:8880/xsj.php?id=354
三立新聞,http://php.jdshipin.com:8880/xsj.php?id=43
三立新聞,http://php.jdshipin.com:8880/xsj.php?id=2794
三立新聞,http://php.jdshipin.com:8880/xsj.php?id=2392
三立新聞+,http://php.jdshipin.com:8880/xsj.php?id=320
東森新聞,http://php.jdshipin.com:8880/xsj.php?id=1025
東森新聞4,http://php.jdshipin.com:8880/xsj.php?id=2766
東森新聞,http://php.jdshipin.com:8880/xsj.php?id=1358
東森新聞,http://php.jdshipin.com:8880/xsj.php?id=2393
東森亞洲,http://php.jdshipin.com:8880/xsj.php?id=3
中天新聞,http://php.jdshipin.com:8880/xsj.php?id=2394
中天新聞2台,http://php.jdshipin.com:8880/xsj.php?id=152
中天新聞,http://php.jdshipin.com:8880/xsj.php?id=2420
民視新聞,http://php.jdshipin.com:8880/xsj.php?id=2395
民視新聞,http://php.jdshipin.com:8880/xsj.php?id=13
TVBS新聞,http://php.jdshipin.com:8880/xsj.php?id=2736
TVBS新聞,http://php.jdshipin.com:8880/xsj.php?id=2
TVBS新聞,http://php.jdshipin.com:8880/xsj.php?id=2396
東森財經,http://php.jdshipin.com:8880/xsj.php?id=2397
東森財經,http://php.jdshipin.com:8880/xsj.php?id=12
華視新聞,http://php.jdshipin.com:8880/xsj.php?id=2424
華視新聞,http://php.jdshipin.com:8880/xsj.php?id=1171
三立iNEWS,http://php.jdshipin.com:8880/xsj.php?id=2398
三立iNEWS,http://php.jdshipin.com:8880/xsj.php?id=6
台視新聞,http://php.jdshipin.com:8880/xsj.php?id=2399
台視新聞,http://php.jdshipin.com:8880/xsj.php?id=1
中視新聞,http://php.jdshipin.com:8880/xsj.php?id=2400
中視新聞,http://php.jdshipin.com:8880/xsj.php?id=7
寰宇新聞,http://php.jdshipin.com:8880/xsj.php?id=2401
寰宇新聞,http://php.jdshipin.com:8880/xsj.php?id=304
寰宇財經,http://php.jdshipin.com:8880/xsj.php?id=2536
公視新聞,http://php.jdshipin.com:8880/xsj.php?id=20
寰宇臺灣,http://php.jdshipin.com:8880/xsj.php?id=87
年代新聞,http://php.jdshipin.com:8880/xsj.php?id=2719
年代新聞,http://php.jdshipin.com:8880/xsj.php?id=1099
壹新聞,http://php.jdshipin.com:8880/xsj.php?id=2777
壹新聞,http://php.jdshipin.com:8880/xsj.php?id=494
非凡新聞,http://php.jdshipin.com:8880/xsj.php?id=2795
非凡新聞（備）,http://php.jdshipin.com:8880/xsj.php?id=3236
非凡新聞,http://php.jdshipin.com:8880/xsj.php?id=314
台視財經,http://php.jdshipin.com:8880/xsj.php?id=300
運通財經,http://php.jdshipin.com:8880/xsj.php?id=79
SBN全球財經,http://php.jdshipin.com:8880/xsj.php?id=1497
鏡新聞mnews,http://php.jdshipin.com:8880/xsj.php?id=463
鳳凰秀,http://php.jdshipin.com:8880/xsj.php?id=1293
三立国際,http://php.jdshipin.com:8880/xsj.php?id=2285
DW德國之聲,http://php.jdshipin.com:8880/xsj.php?id=1059
FRANCE 24 English,http://php.jdshipin.com:8880/xsj.php?id=2231
新唐人亞太台,http://php.jdshipin.com:8880/xsj.php?id=10
CBN News,http://php.jdshipin.com:8880/xsj.php?id=499
TRTWORLD,http://php.jdshipin.com:8880/xsj.php?id=1022
Bloomberg Business,http://php.jdshipin.com:8880/xsj.php?id=1046
Al Jazeera,http://php.jdshipin.com:8880/xsj.php?id=1144
Bloomberg Quicktake,http://php.jdshipin.com:8880/xsj.php?id=370
Euronews English,http://php.jdshipin.com:8880/xsj.php?id=2342
CGTN English,http://php.jdshipin.com:8880/xsj.php?id=2362
CGTN Documentary,http://php.jdshipin.com:8880/xsj.php?id=2363
CGTN Français,http://php.jdshipin.com:8880/xsj.php?id=2364
CGTN Español,http://php.jdshipin.com:8880/xsj.php?id=317
CGTN العربية,http://php.jdshipin.com:8880/xsj.php?id=1004
NHK WORLD,http://php.jdshipin.com:8880/xsj.php?id=1394
United Nations,http://php.jdshipin.com:8880/xsj.php?id=184
CANAL 24,http://php.jdshipin.com:8880/xsj.php?id=115
Channels,http://php.jdshipin.com:8880/xsj.php?id=1495
ABC News Australia,http://php.jdshipin.com:8880/xsj.php?id=2769
GB News,http://php.jdshipin.com:8880/xsj.php?id=77
FRANCE 24,http://php.jdshipin.com:8880/xsj.php?id=1042
CNN Indonesia,http://php.jdshipin.com:8880/xsj.php?id=1145
影視頻道,#genre#
八大精彩,http://php.jdshipin.com:8880/xsj.php?id=1024
龍華日韓,http://php.jdshipin.com:8880/xsj.php?id=382
東森戲劇,http://php.jdshipin.com:8880/xsj.php?id=2825
東森戲劇,http://php.jdshipin.com:8880/xsj.php?id=321
八大戲劇,http://php.jdshipin.com:8880/xsj.php?id=81
緯來戲劇,http://php.jdshipin.com:8880/xsj.php?id=2727
緯來戲劇,http://php.jdshipin.com:8880/xsj.php?id=339
東森電影,http://php.jdshipin.com:8880/xsj.php?id=350
東森電影,http://php.jdshipin.com:8880/xsj.php?id=2720
緯來電影,http://php.jdshipin.com:8880/xsj.php?id=2728
HBO HD,http://php.jdshipin.com:8880/xsj.php?id=332
HBO HD,http://php.jdshipin.com:8880/xsj.php?id=2823
東森洋片,http://php.jdshipin.com:8880/xsj.php?id=1128
壹電影,http://php.jdshipin.com:8880/xsj.php?id=2284
好萊塢電影,http://php.jdshipin.com:8880/xsj.php?id=37
愛爾達影劇,http://php.jdshipin.com:8880/xsj.php?id=500
CineMAX,http://php.jdshipin.com:8880/xsj.php?id=346
靖天映畫,http://php.jdshipin.com:8880/xsj.php?id=349
靖洋戲劇,http://php.jdshipin.com:8880/xsj.php?id=319
緯來精彩,http://php.jdshipin.com:8880/xsj.php?id=2280
EYE戲劇,http://php.jdshipin.com:8880/xsj.php?id=191
三立戲劇,http://php.jdshipin.com:8880/xsj.php?id=64
三立戲劇,http://php.jdshipin.com:8880/xsj.php?id=2819
龍華偶像,http://php.jdshipin.com:8880/xsj.php?id=385
霹靂臺灣,http://php.jdshipin.com:8880/xsj.php?id=1339
靖天電影,http://php.jdshipin.com:8880/xsj.php?id=110
美亞電影,http://php.jdshipin.com:8880/xsj.php?id=375
AMC,http://php.jdshipin.com:8880/xsj.php?id=84
HBOSignature,http://php.jdshipin.com:8880/xsj.php?id=329
HBOSignature,http://php.jdshipin.com:8880/xsj.php?id=2824
HBO Hits,http://php.jdshipin.com:8880/xsj.php?id=330
采昌影劇,http://php.jdshipin.com:8880/xsj.php?id=62
采昌影劇,http://php.jdshipin.com:8880/xsj.php?id=2804
影迷數位電影,http://php.jdshipin.com:8880/xsj.php?id=497
影迷數位電影,http://php.jdshipin.com:8880/xsj.php?id=2800
龍華戲劇,http://php.jdshipin.com:8880/xsj.php?id=365
龍華戲劇,http://php.jdshipin.com:8880/xsj.php?id=2796
龍華經典,http://php.jdshipin.com:8880/xsj.php?id=100
龍翔時代,http://php.jdshipin.com:8880/xsj.php?id=373
AXN臺灣,http://php.jdshipin.com:8880/xsj.php?id=2816
天映經典,http://php.jdshipin.com:8880/xsj.php?id=2289
公視戲劇,http://php.jdshipin.com:8880/xsj.php?id=69
AXN亞洲,http://php.jdshipin.com:8880/xsj.php?id=1066
Trill恐怖電影,http://php.jdshipin.com:8880/xsj.php?id=18
龍華電影,http://php.jdshipin.com:8880/xsj.php?id=311
華納電影,http://php.jdshipin.com:8880/xsj.php?id=83
甄嬛传,http://php.jdshipin.com:8880/xsj.php?id=1060
靖天戲劇,http://php.jdshipin.com:8880/xsj.php?id=109
CATCHPLAY,http://php.jdshipin.com:8880/xsj.php?id=362
TVB亞洲劇,http://php.jdshipin.com:8880/xsj.php?id=1048
TVB粵語片,http://php.jdshipin.com:8880/xsj.php?id=1589
CHC高清電影,http://php.jdshipin.com:8880/xsj.php?id=1345
CHC動作電影,http://php.jdshipin.com:8880/xsj.php?id=1346
CHC家庭影院,http://php.jdshipin.com:8880/xsj.php?id=1347
CBN歡笑劇場4K,http://php.jdshipin.com:8880/xsj.php?id=1348
SETONE,http://php.jdshipin.com:8880/xsj.php?id=1349
GEM,http://php.jdshipin.com:8880/xsj.php?id=1350
龍華洋片,http://php.jdshipin.com:8880/xsj.php?id=341
TVB功夫台,http://php.jdshipin.com:8880/xsj.php?id=168
飢餓遊戲,http://php.jdshipin.com:8880/xsj.php?id=264
台視時光機,http://php.jdshipin.com:8880/xsj.php?id=2555
龍翔時代,http://php.jdshipin.com:8880/xsj.php?id=1175
體育頻道,#genre#
緯來體育,http://php.jdshipin.com:8880/xsj.php?id=118
緯來體育,http://php.jdshipin.com:8880/xsj.php?id=2732
NBA(TW),http://php.jdshipin.com:8880/xsj.php?id=71
FOX Sport 1,http://php.jdshipin.com:8880/xsj.php?id=2791
FOX Sport 2,http://php.jdshipin.com:8880/xsj.php?id=1132
Eleven Sport 1,http://php.jdshipin.com:8880/xsj.php?id=3224
Eleven Sport 2,http://php.jdshipin.com:8880/xsj.php?id=301
ELTA體育1,http://php.jdshipin.com:8880/xsj.php?id=192
ELTA體育1,http://php.jdshipin.com:8880/xsj.php?id=2729
ELTA體育2,http://php.jdshipin.com:8880/xsj.php?id=193
ELTA體育2,http://php.jdshipin.com:8880/xsj.php?id=2730
ELTA體育3,http://php.jdshipin.com:8880/xsj.php?id=194
ELTA體育3,http://php.jdshipin.com:8880/xsj.php?id=2731
ELTA體育3台,http://php.jdshipin.com:8880/xsj.php?id=2722
ELTA體育4,http://php.jdshipin.com:8880/xsj.php?id=2820
Z頻道,http://php.jdshipin.com:8880/xsj.php?id=1130
博斯無限,http://php.jdshipin.com:8880/xsj.php?id=381
博斯無限,http://php.jdshipin.com:8880/xsj.php?id=2797
博斯無限2,http://php.jdshipin.com:8880/xsj.php?id=426
博斯無限2,http://php.jdshipin.com:8880/xsj.php?id=2798
博斯網球,http://php.jdshipin.com:8880/xsj.php?id=498
博斯高球1,http://php.jdshipin.com:8880/xsj.php?id=377
博斯高球2,http://php.jdshipin.com:8880/xsj.php?id=378
博斯魅力,http://php.jdshipin.com:8880/xsj.php?id=175
博斯運動1,http://php.jdshipin.com:8880/xsj.php?id=379
博斯運動2,http://php.jdshipin.com:8880/xsj.php?id=380
TRACE Sport Stars,http://php.jdshipin.com:8880/xsj.php?id=1037
歐洲體育,http://php.jdshipin.com:8880/xsj.php?id=1342
魅力足球,http://php.jdshipin.com:8880/xsj.php?id=464
BeIN Sport News,http://php.jdshipin.com:8880/xsj.php?id=2402
BeIN Sport 1,http://php.jdshipin.com:8880/xsj.php?id=2403
BeIN Sport 2,http://php.jdshipin.com:8880/xsj.php?id=2404
BeIN Sport 4,http://php.jdshipin.com:8880/xsj.php?id=2406
BeIN Sport 5,http://php.jdshipin.com:8880/xsj.php?id=2407
BeIN Sport 6,http://php.jdshipin.com:8880/xsj.php?id=2408
BeIN Sport 7,http://php.jdshipin.com:8880/xsj.php?id=2409
BeIN Sport 8,http://php.jdshipin.com:8880/xsj.php?id=2410
BeIN Sport 9,http://php.jdshipin.com:8880/xsj.php?id=2411
BeIN Sport 10,http://php.jdshipin.com:8880/xsj.php?id=2412
BeIN Sport 11,http://php.jdshipin.com:8880/xsj.php?id=2413
BeIN Sport 12,http://php.jdshipin.com:8880/xsj.php?id=2414
Bein Sport 15,http://php.jdshipin.com:8880/xsj.php?id=2416
Bein Sport 14,http://php.jdshipin.com:8880/xsj.php?id=2418
J SPORTS 1,http://php.jdshipin.com:8880/xsj.php?id=129
J SPORTS 2,http://php.jdshipin.com:8880/xsj.php?id=130
J SPORTS 3,http://php.jdshipin.com:8880/xsj.php?id=131
J SPORTS 4,http://php.jdshipin.com:8880/xsj.php?id=132
KBSN Sports,http://php.jdshipin.com:8880/xsj.php?id=2353
