📺电视直播,#genre#
东南卫视高清,http://116.128.242.83:9901/tsfile/live/0127_1.m3u8?key=txiptv
广东卫视高清,http://116.128.242.83:9901/tsfile/live/0124_1.m3u8?key=txiptv
河北卫视高清,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8?key=txiptv
黑龙江卫视高清,http://116.128.242.83:9901/tsfile/live/0143_1.m3u8?key=txiptv
湖北卫视高清,http://116.128.242.83:9901/tsfile/live/0121_1.m3u8?key=txiptv
湖南电视剧高清,http://116.128.242.83:9901/tsfile/live/0120_1.m3u8?key=txiptv
湖南都市高清,http://116.128.242.83:9901/tsfile/live/0139_1.m3u8?key=txiptv
湖南公共高清,http://116.128.242.83:9901/tsfile/live/0117_1.m3u8?key=txiptv
湖南经视高清,http://116.128.242.83:9901/tsfile/live/0131_1.m3u8?key=txiptv
湖南卫视高清,http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv
湖南娱乐高清,http://116.128.242.83:9901/tsfile/live/0125_1.m3u8?key=txiptv
江苏卫视高清,http://116.128.242.83:9901/tsfile/live/0113_1.m3u8?key=txiptv
江西卫视高清,http://116.128.242.83:9901/tsfile/live/1000_1.m3u8?key=txiptv
金鹰纪实高清,http://116.128.242.83:9901/tsfile/live/1001_1.m3u8?key=txiptv
金鹰卡通高清,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8?key=txiptv
快乐购高清,http://116.128.242.83:9901/tsfile/live/1003_1.m3u8?key=txiptv
辽宁卫视高清,http://116.128.242.83:9901/tsfile/live/1004_1.m3u8?key=txiptv
山东卫视高清,http://116.128.242.83:9901/tsfile/live/1005_1.m3u8?key=txiptv
深圳卫视高清,http://116.128.242.83:9901/tsfile/live/1006_1.m3u8?key=txiptv
四川卫视高清,http://116.128.242.83:9901/tsfile/live/1007_1.m3u8?key=txiptv
天津卫视高清,http://116.128.242.83:9901/tsfile/live/1008_1.m3u8?key=txiptv
潇湘电影高清,http://116.128.242.83:9901/tsfile/live/1009_1.m3u8?key=txiptv
浙江卫视高清,http://116.128.242.83:9901/tsfile/live/1010_1.m3u8?key=txiptv
重庆卫视高清,http://116.128.242.83:9901/tsfile/live/1011_1.m3u8?key=txiptv




























🌍四川乐山,#genre#
CCTV-1 综合（高清）,http://110.189.102.15:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-2 财经（高清）,http://110.189.102.15:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-3 综艺（高清）,http://110.189.102.15:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-4 中文国际（高清）,http://110.189.102.15:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-5 体育（高清）,http://110.189.102.15:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-6 电影（高清）,http://110.189.102.15:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-7 国防军事（高清）,http://110.189.102.15:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV-8 电视剧（高清）,http://110.189.102.15:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9 纪录（高清）,http://110.189.102.15:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-10 科教（高清）,http://110.189.102.15:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-11 戏曲（高清）,http://110.189.102.15:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-12 社会与法（高清）,http://110.189.102.15:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-13 新闻（高清）,http://110.189.102.15:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-14 少儿（高清）,http://110.189.102.15:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-15 音乐（高清）,http://110.189.102.15:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-5+ 体育赛事（高清）,http://110.189.102.15:9901/tsfile/live/0016_1.m3u8?key=txiptv
北京卫视（高清）,http://110.189.102.15:9901/tsfile/live/0017_1.m3u8?key=txiptv
江苏卫视（高清）,http://110.189.102.15:9901/tsfile/live/0018_1.m3u8?key=txiptv
东方卫视（高清）,http://110.189.102.15:9901/tsfile/live/0019_1.m3u8?key=txiptv
深圳卫视（高清）,http://110.189.102.15:9901/tsfile/live/1000_1.m3u8?key=txiptv
湖南卫视（高清）,http://110.189.102.15:9901/tsfile/live/1001_1.m3u8?key=txiptv
浙江卫视（高清）,http://110.189.102.15:9901/tsfile/live/1002_1.m3u8?key=txiptv
山东卫视（高清）,http://110.189.102.15:9901/tsfile/live/1003_1.m3u8?key=txiptv
东南卫视（高清）,http://110.189.102.15:9901/tsfile/live/1004_1.m3u8?key=txiptv
安徽卫视（高清）,http://110.189.102.15:9901/tsfile/live/1005_1.m3u8?key=txiptv
贵州卫视（高清）,http://110.189.102.15:9901/tsfile/live/0128_1.m3u8?key=txiptv
天津卫视（高清）,http://110.189.102.15:9901/tsfile/live/0124_1.m3u8?key=txiptv
湖北卫视（高清）,http://110.189.102.15:9901/tsfile/live/0127_1.m3u8?key=txiptv
重庆卫视（高清）,http://110.189.102.15:9901/tsfile/live/0107_1.m3u8?key=txiptv
云南卫视,http://110.189.102.15:9901/tsfile/live/0130_1.m3u8?key=txiptv
江西卫视（高清）,http://110.189.102.15:9901/tsfile/live/0122_1.m3u8?key=txiptv
广西卫视,http://110.189.102.15:9901/tsfile/live/0135_1.m3u8?key=txiptv
广东卫视（高清）,http://110.189.102.15:9901/tsfile/live/0131_1.m3u8?key=txiptv
河南卫视,http://110.189.102.15:9901/tsfile/live/0138_1.m3u8?key=txiptv
黑龙江卫视（高清）,http://110.189.102.15:9901/tsfile/live/0126_1.m3u8?key=txiptv
吉林卫视(高清),http://110.189.102.15:9901/tsfile/live/0132_1.m3u8?key=txiptv
陕西卫视,http://110.189.102.15:9901/tsfile/live/0121_1.m3u8?key=txiptv
宁夏卫视,http://110.189.102.15:9901/tsfile/live/0120_1.m3u8?key=txiptv
内蒙古卫视,http://110.189.102.15:9901/tsfile/live/0123_1.m3u8?key=txiptv
山西卫视,http://110.189.102.15:9901/tsfile/live/0139_1.m3u8?key=txiptv
甘肃卫视,http://110.189.102.15:9901/tsfile/live/0119_1.m3u8?key=txiptv
四川卫视（高清）,http://110.189.102.15:9901/tsfile/live/0142_1.m3u8?key=txiptv
SCTV-4 四川新闻 （高清）,http://110.189.102.15:9901/tsfile/live/0117_1.m3u8?key=txiptv
SCTV-5 四川影视（高清）,http://110.189.102.15:9901/tsfile/live/0137_1.m3u8?key=txiptv
峨眉新闻,http://110.189.102.15:9901/tsfile/live/0113_1.m3u8?key=txiptv
乐山综合,http://110.189.102.15:9901/tsfile/live/0116_1.m3u8?key=txiptv
乐山公共,http://110.189.102.15:9901/tsfile/live/0136_1.m3u8?key=txiptv
峨眉电影（高清）,http://110.189.102.15:9901/tsfile/live/0118_1.m3u8?key=txiptv
CHC 家庭影院（高清）,http://110.189.102.15:9901/tsfile/live/0109_1.m3u8?key=txiptv
CGTN,http://110.189.102.15:9901/tsfile/live/0140_1.m3u8?key=txiptv

























🌍河北电信,#genre#
CCTV-1组播(高清),udp://239.3.3.1:10001
CCTV-1(高清),http://144.7.38.181:808/hls/1/index.m3u8
CCTV-2(高清),udp://239.3.3.2:10001
CCTV-2(高清),http://144.7.38.181:808/hls/2/index.m3u8
CCTV-3(高清),udp://239.3.3.75:10001
CCTV-3(高清),http://144.7.38.181:808/hls/75/index.m3u8
CCTV-4(高清),udp://239.3.3.4:10001
CCTV-4(高清),http://144.7.38.181:808/hls/4/index.m3u8
CCTV-5(高清),udp://239.3.3.78:10001
CCTV-5(高清),http://144.7.38.181:808/hls/78/index.m3u8
CCTV-6(高清),udp://239.3.3.76:10001
CCTV-6(高清),http://144.7.38.181:808/hls/76/index.m3u8
CCTV-7(高清),udp://239.3.3.7:10001
CCTV-7(高清),http://144.7.38.181:808/hls/7/index.m3u8
CCTV-8(高清),udp://239.3.3.77:10001
CCTV-8(高清),http://144.7.38.181:808/hls/77/index.m3u8
CCTV-9(高清),udp://239.3.3.9:10001
CCTV-9(高清),http://144.7.38.181:808/hls/9/index.m3u8
CCTV-10(高清),udp://239.3.3.10:10001
CCTV-10(高清),http://144.7.38.181:808/hls/10/index.m3u8
CCTV-11(高清),udp://239.3.3.11:10001
CCTV-11(高清),http://144.7.38.181:808/hls/11/index.m3u8
CCTV-12(高清),udp://239.3.3.12:10001
CCTV-12(高清),http://144.7.38.181:808/hls/12/index.m3u8
CCTV-13(高清),udp://239.3.3.13:10001
CCTV-13(高清),http://144.7.38.181:808/hls/13/index.m3u8
CCTV-14(高清),udp://239.3.3.14:10001
CCTV-14(高清),http://144.7.38.181:808/hls/14/index.m3u8
CCTV-15(高清),udp://239.3.3.15:10001
CCTV-15(高清),http://144.7.38.181:808/hls/15/index.m3u8
CCTV-17(高清),udp://239.3.3.93:10001
CCTV-17(高清),http://144.7.38.181:808/hls/93/index.m3u8
保定新闻综合(高清),udp://239.3.3.73:10001
保定新闻综合(高清),http://144.7.38.181:808/hls/73/index.m3u8
安新电视,http://144.7.38.181:808/hls/65/index.m3u8 
安新电视,udp://239.3.3.65:10001
河北卫视(高清),udp://239.3.3.16:10001
河北卫视(高清),http://144.7.38.181:808/hls/16/index.m3u8
河北影视(高清),udp://239.3.3.19:10001
河北影视(高清),http://144.7.38.181:808/hls/19/index.m3u8
河北少儿科教(高清),udp://239.3.3.20:10001
河北少儿科教(高清),http://144.7.38.181:808/hls/20/index.m3u8
河北公共(高清),udp://239.3.3.21:10001
河北公共(高清),http://144.7.38.181:808/hls/21/index.m3u8
河北农民(高清),udp://239.3.3.22:10001
河北农民(高清),http://144.7.38.181:808/hls/22/index.m3u8
湖南卫视(高清),udp://239.3.3.27:10001
湖南卫视(高清),http://144.7.38.181:808/hls/27/index.m3u8
浙江卫视(高清),udp://239.3.3.28:10001
浙江卫视(高清),http://144.7.38.181:808/hls/28/index.m3u8
江苏卫视(高清),udp://239.3.3.29:10001
江苏卫视(高清),http://144.7.38.181:808/hls/29/index.m3u8
安徽卫视(高清),udp://239.3.3.30:10001
安徽卫视(高清),http://144.7.38.181:808/hls/30/index.m3u8
北京卫视(高清),udp://239.3.3.31:10001
北京卫视(高清),http://144.7.38.181:808/hls/31/index.m3u8
北京纪实(高清),udp://239.3.3.86:10001
北京纪实(高清),http://144.7.38.181:808/hls/86/index.m3u8
天津卫视(高清),udp://239.3.3.32:10001
天津卫视(高清),http://144.7.38.181:808/hls/32/index.m3u8
辽宁卫视(高清),udp://239.3.3.33:10001
辽宁卫视(高清),http://144.7.38.181:808/hls/33/index.m3u8
山东卫视(高清),udp://239.3.3.34:10001
山东卫视(高清),http://144.7.38.181:808/hls/34/index.m3u8
云南卫视,udp://239.3.3.35:10001
云南卫视,http://144.7.38.181:808/hls/35/index.m3u8
河南卫视(高清),udp://239.3.3.36:10001
河南卫视(高清),http://144.7.38.181:808/hls/36/index.m3u8
四川卫视,udp://239.3.3.37:10001
四川卫视,http://144.7.38.181:808/hls/37/index.m3u8
江西卫视(高清),udp://239.3.3.38:10001
江西卫视(高清),http://144.7.38.181:808/hls/38/index.m3u8
贵州卫视(高清),udp://239.3.3.39:10001
贵州卫视(高清),http://144.7.38.181:808/hls/39/index.m3u8
深圳卫视(高清),udp://239.3.3.40:10001
深圳卫视(高清),http://144.7.38.181:808/hls/40/index.m3u8
湖北卫视(高清),udp://239.3.3.41:10001
湖北卫视(高清),http://144.7.38.181:808/hls/41/index.m3u8
东方卫视(高清),udp://239.3.3.42:10001
东方卫视(高清),http://144.7.38.181:808/hls/42/index.m3u8
重庆卫视(高清),udp://239.3.3.43:10001
重庆卫视(高清),http://144.7.38.181:808/hls/43/index.m3u8
东南卫视(高清),udp://239.3.3.44:10001
东南卫视(高清),http://144.7.38.181:808/hls/44/index.m3u8
广东卫视(高清),udp://239.3.3.45:10001
广东卫视(高清),http://144.7.38.181:808/hls/45/index.m3u8
广西卫视(高清),udp://239.3.3.46:10001
广西卫视(高清),http://144.7.38.181:808/hls/46/index.m3u8
吉林卫视(高清),udp://239.3.3.47:10001
吉林卫视(高清),http://144.7.38.181:808/hls/47/index.m3u8
黑龙江卫视(高清),udp://239.3.3.79:10001
黑龙江卫视(高清),http://144.7.38.181:808/hls/79/index.m3u8
陕西卫视,udp://239.3.3.48:10001
陕西卫视,http://144.7.38.181:808/hls/48/index.m3u8
山西卫视,udp://239.3.3.49:10001
山西卫视,http://144.7.38.181:808/hls/49/index.m3u8
内蒙古卫视,udp://239.3.3.50:10001
内蒙古卫视,http://144.7.38.181:808/hls/50/index.m3u8
青海卫视,udp://239.3.3.51:10001
青海卫视,http://144.7.38.181:808/hls/51/index.m3u8
宁夏卫视,udp://239.3.3.53:10001
宁夏卫视,http://144.7.38.181:808/hls/53/index.m3u8
西藏卫视,udp://239.3.3.54:10001
西藏卫视,http://144.7.38.181:808/hls/54/index.m3u8
新疆卫视,udp://239.3.3.55:10001
新疆卫视,http://144.7.38.181:808/hls/55/index.m3u8
甘肃卫视,udp://239.3.3.56:10001
甘肃卫视,http://144.7.38.181:808/hls/56/index.m3u8
卡酷动画,udp://239.3.3.57:10001
卡酷动画,http://144.7.38.181:808/hls/57/index.m3u8
金鹰卡通(高清),udp://239.3.3.58:10001
金鹰卡通(高清),http://144.7.38.181:808/hls/58/index.m3u8
金鹰纪实(高清),udp://239.3.3.87:10001
金鹰纪实(高清),http://144.7.38.181:808/hls/87/index.m3u8
CCTV-5+(高清),udp://239.3.3.61:10001
CCTV-5+(高清),http://144.7.38.181:808/hls/61/index.m3u8
CETV-1(高清),udp://239.3.3.85:10001
CETV-1(高清),http://144.7.38.181:808/hls/85/index.m3u8
CETV-4,udp://239.3.3.92:10001
CETV-4,http://144.7.38.181:808/hls/92/index.m3u8
国防军事,udp://239.3.3.88:10001
国防军事,http://144.7.38.181:808/hls/88/index.m3u8
梨园频道,udp://239.3.3.89:10001
梨园频道,http://144.7.38.181:808/hls/89/index.m3u8


























🌍汕头电信,#genre#
汕头综合,http://116.31.166.228:9901/tsfile/live/1002_1.m3u8?key=txiptv
汕头经济,http://116.31.166.228:9901/tsfile/live/1012_1.m3u8?key=txiptv
汕头文旅体育,http://116.31.166.228:9901/tsfile/live/1011_1.m3u8?key=txiptv
CCTV-1综合,http://116.31.166.228:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-2财经,http://116.31.166.228:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-3综艺,http://116.31.166.228:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-4中文国际,http://116.31.166.228:9901/tsfile/live/1071_1.m3u8?key=txiptv
CCTV-5体育,http://116.31.166.228:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-6电影,http://116.31.166.228:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-7国防军事,http://116.31.166.228:9901/tsfile/live/1072_1.m3u8?key=txiptv
CCTV-8电视剧,http://116.31.166.228:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9纪录,http://116.31.166.228:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-10科教,http://116.31.166.228:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-11戏曲,http://116.31.166.228:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-12社会与法,http://116.31.166.228:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-13新闻,http://116.31.166.228:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-14少儿,http://116.31.166.228:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-15音乐,http://116.31.166.228:9901/tsfile/live/0015_1.m3u8?key=txiptv
湖南卫视,http://116.31.166.228:9901/tsfile/live/0128_1.m3u8?key=txiptv
广东卫视,http://116.31.166.228:9901/tsfile/live/1053_1.m3u8?key=txiptv
浙江卫视,http://116.31.166.228:9901/tsfile/live/0124_1.m3u8?key=txiptv
广东珠江高清,http://116.31.166.228:9901/tsfile/live/1064_1.m3u8?key=txiptv
江苏卫视,http://116.31.166.228:9901/tsfile/live/0127_1.m3u8?key=txiptv
东方卫视,http://116.31.166.228:9901/tsfile/live/0107_1.m3u8?key=txiptv
安徽卫视,http://116.31.166.228:9901/tsfile/live/0127_2.m3u8?key=txiptv
北京卫视,http://116.31.166.228:9901/tsfile/live/0122_1.m3u8?key=txiptv
天津卫视,http://116.31.166.228:9901/tsfile/live/0135_1.m3u8?key=txiptv
山东卫视,http://116.31.166.228:9901/tsfile/live/0131_1.m3u8?key=txiptv
江西卫视,http://116.31.166.228:9901/tsfile/live/0138_1.m3u8?key=txiptv
深圳卫视,http://116.31.166.228:9901/tsfile/live/0126_1.m3u8?key=txiptv
湖北卫视,http://116.31.166.228:9901/tsfile/live/0132_1.m3u8?key=txiptv
辽宁卫视,http://116.31.166.228:9901/tsfile/live/0121_1.m3u8?key=txiptv
黑龙江卫视,http://116.31.166.228:9901/tsfile/live/0143_1.m3u8?key=txiptv
贵州卫视,http://116.31.166.228:9901/tsfile/live/0120_1.m3u8?key=txiptv
四川卫视,http://116.31.166.228:9901/tsfile/live/0123_1.m3u8?key=txiptv
河南卫视,http://116.31.166.228:9901/tsfile/live/0139_1.m3u8?key=txiptv
云南卫视,http://116.31.166.228:9901/tsfile/live/0119_1.m3u8?key=txiptv
重庆卫视,http://116.31.166.228:9901/tsfile/live/0142_1.m3u8?key=txiptv
河北卫视,http://116.31.166.228:9901/tsfile/live/0117_1.m3u8?key=txiptv
东南卫视,http://116.31.166.228:9901/tsfile/live/0137_1.m3u8?key=txiptv
广西卫视,http://116.31.166.228:9901/tsfile/live/0113_1.m3u8?key=txiptv
吉林卫视,http://116.31.166.228:9901/tsfile/live/0116_1.m3u8?key=txiptv
陕西卫视,http://116.31.166.228:9901/tsfile/live/0136_1.m3u8?key=txiptv
山西卫视,http://116.31.166.228:9901/tsfile/live/0118_1.m3u8?key=txiptv
内蒙古卫视,http://116.31.166.228:9901/tsfile/live/0109_1.m3u8?key=txiptv
青海卫视,http://116.31.166.228:9901/tsfile/live/0140_1.m3u8?key=txiptv
宁夏卫视,http://116.31.166.228:9901/tsfile/live/0112_1.m3u8?key=txiptv
新疆卫视,http://116.31.166.228:9901/tsfile/live/0110_1.m3u8?key=txiptv
甘肃卫视,http://116.31.166.228:9901/tsfile/live/0141_1.m3u8?key=txiptv
兵团卫视,http://116.31.166.228:9901/tsfile/live/0115_1.m3u8?key=txiptv
广东少儿,http://116.31.166.228:9901/tsfile/live/1013_1.m3u8?key=txiptv
嘉佳卡通,http://116.31.166.228:9901/tsfile/live/1075_1.m3u8?key=txiptv
新科动漫,http://116.31.166.228:9901/tsfile/live/1076_1.m3u8?key=txiptv
海南卫视,http://116.31.166.228:9901/tsfile/live/1003_1.m3u8?key=txiptv
少儿动画,http://116.31.166.228:9901/tsfile/live/1077_1.m3u8?key=txiptv
卡酷动画,http://116.31.166.228:9901/tsfile/live/1078_1.m3u8?key=txiptv
金鹰卡通,http://116.31.166.228:9901/tsfile/live/1020_1.m3u8?key=txiptv
西藏卫视,http://116.31.166.228:9901/tsfile/live/1074_1.m3u8?key=txiptv
广东新闻,http://116.31.166.228:9901/tsfile/live/1030_1.m3u8?key=txiptv
广东体育,http://116.31.166.228:9901/tsfile/live/1063_1.m3u8?key=txiptv
广东经济科教,http://116.31.166.228:9901/tsfile/live/1055_1.m3u8?key=txiptv
广东岭南戏曲,http://116.31.166.228:9901/tsfile/live/1079_1.m3u8?key=txiptv
经典电影,http://116.31.166.228:9901/tsfile/live/1014_1.m3u8?key=txiptv
风云足球,http://116.31.166.228:9901/tsfile/live/1007_1.m3u8?key=txiptv
中学生,http://116.31.166.228:9901/tsfile/live/1008_1.m3u8?key=txiptv
风云音乐,http://116.31.166.228:9901/tsfile/live/1009_1.m3u8?key=txiptv
风云剧场,http://116.31.166.228:9901/tsfile/live/1032_1.m3u8?key=txiptv
怀旧剧场,http://116.31.166.228:9901/tsfile/live/1033_1.m3u8?key=txiptv
兵器科技,http://116.31.166.228:9901/tsfile/live/1035_1.m3u8?key=txiptv
武术世界,http://116.31.166.228:9901/tsfile/live/1043_1.m3u8?key=txiptv
环球奇观,http://116.31.166.228:9901/tsfile/live/1080_1.m3u8?key=txiptv
第一剧场,http://116.31.166.228:9901/tsfile/live/1082_1.m3u8?key=txiptv
怀旧剧场,http://116.31.166.228:9901/tsfile/live/1084_1.m3u8?key=txiptv
CHC高清电影,http://116.31.166.228:9901/tsfile/live/1085_1.m3u8?key=txiptv
深圳财经生活,http://116.31.166.228:9901/tsfile/live/1086_1.m3u8?key=txiptv
揭阳综合,http://116.31.166.228:9901/tsfile/live/1052_1.m3u8?key=txiptv
揭阳公共,http://116.31.166.228:9901/tsfile/live/1010_1.m3u8?key=txiptv
潮州综合,http://116.31.166.228:9901/tsfile/live/1091_1.m3u8?key=txiptv
潮州民生,http://116.31.166.228:9901/tsfile/live/1092_1.m3u8?key=txiptv

























🌍辽宁联通,#genre#
CCTV1-综合,http://fxgm.fxjf.work:19901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2-财经,http://fxgm.fxjf.work:19901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3-综艺,http://fxgm.fxjf.work:19901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4-国际,http://fxgm.fxjf.work:19901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5-体育,http://fxgm.fxjf.work:19901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV6-电影,http://fxgm.fxjf.work:19901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7-军农,http://fxgm.fxjf.work:19901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8-电视剧,http://fxgm.fxjf.work:19901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9-纪录,http://fxgm.fxjf.work:19901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10-科教,http://fxgm.fxjf.work:19901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV11-戏曲,http://fxgm.fxjf.work:19901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12-社会与法,http://fxgm.fxjf.work:19901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13-新闻,http://fxgm.fxjf.work:19901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14-少儿,http://fxgm.fxjf.work:19901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15-音乐,http://fxgm.fxjf.work:19901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV5+体育赛事,http://fxgm.fxjf.work:19901/tsfile/live/0016_1.m3u8?key=txiptv
辽宁卫视,http://fxgm.fxjf.work:19901/tsfile/live/0121_1.m3u8?key=txiptv
北京卫视,http://fxgm.fxjf.work:19901/tsfile/live/0122_1.m3u8?key=txiptv
天津卫视,http://fxgm.fxjf.work:19901/tsfile/live/0135_1.m3u8?key=txiptv
浙江卫视,http://fxgm.fxjf.work:19901/tsfile/live/0124_1.m3u8?key=txiptv
江苏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0127_1.m3u8?key=txiptv
安徽卫视,http://fxgm.fxjf.work:19901/tsfile/live/0130_1.m3u8?key=txiptv
贵州卫视,http://fxgm.fxjf.work:19901/tsfile/live/0120_1.m3u8?key=txiptv
山东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0131_1.m3u8?key=txiptv
山西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0118_1.m3u8?key=txiptv
广东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0125_1.m3u8?key=txiptv
广西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0113_1.m3u8?key=txiptv
湖北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0132_1.m3u8?key=txiptv
湖南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0128_1.m3u8?key=txiptv
江西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0138_1.m3u8?key=txiptv
河北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0117_1.m3u8?key=txiptv
河南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0139_1.m3u8?key=txiptv
四川卫视,http://fxgm.fxjf.work:19901/tsfile/live/0123_1.m3u8?key=txiptv
重庆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0142_1.m3u8?key=txiptv
东南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0137_1.m3u8?key=txiptv
青海卫视,http://fxgm.fxjf.work:19901/tsfile/live/0140_1.m3u8?key=txiptv
云南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0119_1.m3u8?key=txiptv
陕西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0136_1.m3u8?key=txiptv
内蒙古卫视,http://fxgm.fxjf.work:19901/tsfile/live/0109_1.m3u8?key=txiptv
宁夏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0112_1.m3u8?key=txiptv
吉林卫视,http://fxgm.fxjf.work:19901/tsfile/live/0116_1.m3u8?key=txiptv
新疆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0110_1.m3u8?key=txiptv
甘肃卫视,http://fxgm.fxjf.work:19901/tsfile/live/0141_1.m3u8?key=txiptv
西藏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0111_1.m3u8?key=txiptv
黑龙江卫视,http://fxgm.fxjf.work:19901/tsfile/live/0143_1.m3u8?key=txiptv
深圳卫视,http://fxgm.fxjf.work:19901/tsfile/live/0126_1.m3u8?key=txiptv
厦门卫视,http://fxgm.fxjf.work:19901/tsfile/live/0129_1.m3u8?key=txiptv
兵团卫视,http://fxgm.fxjf.work:19901/tsfile/live/0115_1.m3u8?key=txiptv
辽宁都市,http://fxgm.fxjf.work:19901/tsfile/live/1000_1.m3u8?key=txiptv
辽宁影视剧,http://fxgm.fxjf.work:19901/tsfile/live/1001_1.m3u8?key=txiptv
辽宁体育,http://fxgm.fxjf.work:19901/tsfile/live/1003_1.m3u8?key=txiptv
辽宁生活,http://fxgm.fxjf.work:19901/tsfile/live/1004_1.m3u8?key=txiptv
辽宁教育青少,http://fxgm.fxjf.work:19901/tsfile/live/1005_1.m3u8?key=txiptv
辽宁北方,http://fxgm.fxjf.work:19901/tsfile/live/1006_1.m3u8?key=txiptv
辽宁公共,http://fxgm.fxjf.work:19901/tsfile/live/1007_1.m3u8?key=txiptv
辽宁经济,http://fxgm.fxjf.work:19901/tsfile/live/1008_1.m3u8?key=txiptv
辽宁移动电视,http://fxgm.fxjf.work:19901/tsfile/live/1009_1.m3u8?key=txiptv
海南卫视,http://fxgm.fxjf.work:19901/tsfile/live/1010_1.m3u8?key=txiptv
延边卫视,http://fxgm.fxjf.work:19901/tsfile/live/1011_1.m3u8?key=txiptv
金鹰卡通,http://fxgm.fxjf.work:19901/tsfile/live/1012_1.m3u8?key=txiptv
优漫卡通,http://fxgm.fxjf.work:19901/tsfile/live/1013_1.m3u8?key=txiptv
家庭影院,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8?key=txiptv
动作电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8?key=txiptv
高清电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8?key=txiptv


































🌍广西贺州,#genre#
CCTV1-综合,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2-财经,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3-综艺,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8?key=txiptv
